ABCIndicator,Month,ProductClassDesc,ProductLineDesc,SalesDistrictDesc,Shippable_$,Year
A,7,Cutouts - Polymer,Switching & Fusing,CANADA UTILITY,7628.61,2018
C,7,Cutouts - Polymer,Switching & Fusing,APAC,44983.08,2018
B,7,Cutouts - Polymer,Switching & Fusing,APAC,3288,2018
C,7,Cutouts,Switching & Fusing,West Region,156.92,2018
A,7,Cutouts - Polymer,Switching & Fusing,EuropeMidEastAfrica,3927,2018
1,7,Cutouts - Polymer,Switching & Fusing,North East Region,9625.14,2018
A,7,Cutouts - Polymer,Switching & Fusing,North East Region,33250.28,2018
B,7,Cutouts - Polymer,Switching & Fusing,North East Region,192502.21,2018
C,7,Fuse Links,Switching & Fusing,APAC,51.8,2018
B,7,Fuse Links,Switching & Fusing,APAC,249.06,2018
A,7,Fuse Links,Switching & Fusing,APAC,51890.5,2018
1,7,Fuse Links,Switching & Fusing,APAC,1953,2018
C,7,Cutouts - Polymer,Switching & Fusing,West Region,257689.29,2018
B,7,Cutouts - Polymer,Switching & Fusing,West Region,8736.76,2018
A,7,Cutouts - Polymer,Switching & Fusing,West Region,0,2018
1,7,Cutouts - Polymer,Switching & Fusing,West Region,484.62,2018
C,7,Cutouts - Polymer,Switching & Fusing,SOUTHEAST REGION,2186.46,2018
B,7,Cutouts - Polymer,Switching & Fusing,SOUTHEAST REGION,2238.41,2018
A,7,Cutouts - Polymer,Switching & Fusing,SOUTHEAST REGION,7337.28,2018
1,7,Cutouts - Polymer,Switching & Fusing,SOUTHEAST REGION,0,2018
C,7,Cutouts - Polymer,Switching & Fusing,SOUTH CENTRAL REGION,463.86,2018
B,7,Cutouts - Polymer,Switching & Fusing,SOUTH CENTRAL REGION,16518.6,2018
A,7,Cutouts - Polymer,Switching & Fusing,SOUTH CENTRAL REGION,10566.36,2018
1,7,Cutouts - Polymer,Switching & Fusing,SOUTH CENTRAL REGION,17999.73,2018
C,7,Cutouts - Polymer,Switching & Fusing,North East Region,1761.63,2018
A,7,Fuse Links,Switching & Fusing,CANADA UTILITY,100.62,2018
B,7,OVHD Switches,Switching & Fusing,NORTH CENTRAL REGION,6896.96,2018
C,7,OVHD Switches,Switching & Fusing,NORTH CENTRAL REGION,19754.59,2018
A,7,OVHD Switches,Switching & Fusing,North East Region,4770.78,2018
A,7,Turner Accessories,Switching & Fusing,West Region,0,2018
D,7,Turner Accessories,Switching & Fusing,SOUTHEAST REGION,3064,2018
C,7,Turner Accessories,Switching & Fusing,SOUTHEAST REGION,23308,2018
B,7,Turner Accessories,Switching & Fusing,SOUTHEAST REGION,0,2018
##,7,Turner Accessories,Switching & Fusing,SOUTHEAST REGION,0,2018
C,7,Turner Accessories,Switching & Fusing,SOUTH CENTRAL REGION,4623,2018
B,7,Turner Accessories,Switching & Fusing,SOUTH CENTRAL REGION,3000,2018
B,7,Turner Accessories,Switching & Fusing,West Region,1498,2018
##,7,Turner Accessories,Switching & Fusing,SOUTH CENTRAL REGION,0,2018
C,7,Turner Accessories,Switching & Fusing,North East Region,0,2018
B,7,Turner Accessories,Switching & Fusing,North East Region,19464,2018
A,7,Turner Accessories,Switching & Fusing,North East Region,0,2018
##,7,Turner Accessories,Switching & Fusing,North East Region,150,2018
D,7,Turner Accessories,Switching & Fusing,NORTH CENTRAL REGION,6215,2018
C,7,Turner Accessories,Switching & Fusing,NORTH CENTRAL REGION,20457.54,2018
B,7,Turner Accessories,Switching & Fusing,NORTH CENTRAL REGION,4977.6,2018
D,7,Turner Accessories,Switching & Fusing,North East Region,469.86,2018
C,7,Turner Accessories,Switching & Fusing,West Region,0,2018
D,7,Turner Accessories,Switching & Fusing,West Region,0,2018
C,7,Turner Interrupters,Switching & Fusing,HOUSE INTERNATIONAL,0,2018
##,7,Turner Substation Switches,Switching & Fusing,Communication - West,0,2018
C,7,Turner Substation Switches,Switching & Fusing,CANADA UTILITY,0,2018
##,7,Turner Substation Switches,Switching & Fusing,CANADA UTILITY,0,2018
##,7,Turner Substation Switches,Switching & Fusing,APAC,0,2018
D,7,Turner Interrupters,Switching & Fusing,West Region,0,2018
C,7,Turner Interrupters,Switching & Fusing,West Region,0,2018
D,7,Turner Interrupters,Switching & Fusing,SOUTHEAST REGION,0,2018
C,7,Turner Interrupters,Switching & Fusing,SOUTHEAST REGION,89004,2018
D,7,Turner Interrupters,Switching & Fusing,SOUTH CENTRAL REGION,0,2018
C,7,Turner Interrupters,Switching & Fusing,SOUTH CENTRAL REGION,12307.32,2018
B,7,Turner Interrupters,Switching & Fusing,SOUTH CENTRAL REGION,0,2018
A,7,Turner Interrupters,Switching & Fusing,SOUTH CENTRAL REGION,0,2018
C,7,Turner Interrupters,Switching & Fusing,North East Region,66793.5,2018
A,7,Turner Interrupters,Switching & Fusing,North East Region,64651,2018
D,7,Turner Interrupters,Switching & Fusing,NORTH CENTRAL REGION,0,2018
C,7,Turner Interrupters,Switching & Fusing,NORTH CENTRAL REGION,74486,2018
B,7,Turner Interrupters,Switching & Fusing,NORTH CENTRAL REGION,0,2018
##,7,Turner Accessories,Switching & Fusing,NORTH CENTRAL REGION,11378,2018
A,7,Turner Accessories,Switching & Fusing,Latin America,4792.82,2018
##,7,Turner Accessories,Switching & Fusing,Latin America,0,2018
D,7,Turner Accessories,Switching & Fusing,CANADA UTILITY,517.38,2018
B,7,Substation Switches,Switching & Fusing,NORTH CENTRAL REGION,0,2018
C,7,Substation Switches,Switching & Fusing,EuropeMidEastAfrica,11421,2018
##,7,Substation Switches,Switching & Fusing,EuropeMidEastAfrica,14000,2018
C,7,Substation Switches,Switching & Fusing,CANADA UTILITY,6620.1,2018
A,7,Substation Switches,Switching & Fusing,CANADA UTILITY,234.17,2018
C,7,Substation Switches,Switching & Fusing,APAC,34422,2018
C,7,OVHD Switches,Switching & Fusing,West Region,19213.23,2018
B,7,OVHD Switches,Switching & Fusing,West Region,18935.62,2018
A,7,OVHD Switches,Switching & Fusing,West Region,2932.66,2018
C,7,OVHD Switches,Switching & Fusing,SOUTHEAST REGION,6400.29,2018
B,7,OVHD Switches,Switching & Fusing,SOUTHEAST REGION,42662.3,2018
A,7,OVHD Switches,Switching & Fusing,SOUTHEAST REGION,6314.76,2018
C,7,OVHD Switches,Switching & Fusing,SOUTH CENTRAL REGION,11054.68,2018
B,7,OVHD Switches,Switching & Fusing,SOUTH CENTRAL REGION,27848.76,2018
A,7,OVHD Switches,Switching & Fusing,SOUTH CENTRAL REGION,0,2018
C,7,OVHD Switches,Switching & Fusing,North East Region,27055.52,2018
B,7,OVHD Switches,Switching & Fusing,North East Region,3036.36,2018
C,7,Substation Switches,Switching & Fusing,NORTH CENTRAL REGION,81411.59,2018
A,7,Cutouts,Switching & Fusing,West Region,5737.06,2018
D,7,Substation Switches,Switching & Fusing,NORTH CENTRAL REGION,0,2018
C,7,Substation Switches,Switching & Fusing,North East Region,51081,2018
C,7,Turner Accessories,Switching & Fusing,CANADA UTILITY,723.13,2018
B,7,Turner Accessories,Switching & Fusing,CANADA UTILITY,349.05,2018
A,7,Turner Accessories,Switching & Fusing,CANADA UTILITY,0,2018
P,7,Substation Switches,Switching & Fusing,West Region,0,2018
D,7,Substation Switches,Switching & Fusing,West Region,0,2018
C,7,Substation Switches,Switching & Fusing,West Region,149886.5,2018
##,7,Substation Switches,Switching & Fusing,West Region,0,2018
P,7,Substation Switches,Switching & Fusing,SOUTHEAST REGION,29922,2018
D,7,Substation Switches,Switching & Fusing,SOUTHEAST REGION,1380,2018
C,7,Substation Switches,Switching & Fusing,SOUTHEAST REGION,240198.91,2018
B,7,Substation Switches,Switching & Fusing,SOUTHEAST REGION,0,2018
A,7,Substation Switches,Switching & Fusing,SOUTHEAST REGION,0,2018
P,7,Substation Switches,Switching & Fusing,SOUTH CENTRAL REGION,0,2018
D,7,Substation Switches,Switching & Fusing,SOUTH CENTRAL REGION,0,2018
C,7,Substation Switches,Switching & Fusing,SOUTH CENTRAL REGION,220789.78,2018
B,7,Substation Switches,Switching & Fusing,SOUTH CENTRAL REGION,161280.66,2018
A,7,Substation Switches,Switching & Fusing,SOUTH CENTRAL REGION,24343.2,2018
P,7,Substation Switches,Switching & Fusing,NORTH CENTRAL REGION,0,2018
B,7,Underground,Enclosures & Drains,SOUTH CENTRAL REGION,2818.2,2018
B,7,Distribution Insulators,Insulators,EuropeMidEastAfrica,223026.38,2018
C,7,Underground,Enclosures & Drains,North East Region,542.87,2018
A,7,URD Accessories,Cable Accessories,Latin America,24165.75,2018
C,7,URD Accessories,Cable Accessories,House Accounts,0,2018
A,7,URD Accessories,Cable Accessories,House Accounts,145.13,2018
C,7,URD Accessories,Cable Accessories,HOUSE INTERNATIONAL,2407.99,2018
C,7,URD Accessories,Cable Accessories,EuropeMidEastAfrica,8856,2018
C,7,URD Accessories,Cable Accessories,Communication - West,0,2018
C,7,URD Accessories,Cable Accessories,CANADA UTILITY,914.54,2018
B,7,URD Accessories,Cable Accessories,Latin America,2643.48,2018
B,7,URD Accessories,Cable Accessories,CANADA UTILITY,2856.49,2018
1,7,URD Accessories,Cable Accessories,APAC,0,2018
C,7,Reuel,Bushings,West Region,0,2018
C,7,Reuel,Bushings,SOUTHEAST REGION,0,2018
C,7,Reuel,Bushings,SOUTH CENTRAL REGION,0,2018
C,7,Reuel,Bushings,North East Region,0,2018
##,7,Reuel,Bushings,North East Region,0,2018
C,7,Reuel,Bushings,NORTH CENTRAL REGION,0,2018
A,7,URD Accessories,Cable Accessories,CANADA UTILITY,202.38,2018
C,7,URD Accessories,Cable Accessories,Latin America,1463.76,2018
D,7,URD Accessories,Cable Accessories,Latin America,196.56,2018
1,7,URD Accessories,Cable Accessories,NORTH CENTRAL REGION,12933,2018
B,7,URD Accessories,Cable Accessories,SOUTHEAST REGION,38737.3,2018
A,7,URD Accessories,Cable Accessories,SOUTHEAST REGION,41447,2018
1,7,URD Accessories,Cable Accessories,SOUTHEAST REGION,511.75,2018
D,7,URD Accessories,Cable Accessories,SOUTH CENTRAL REGION,0,2018
C,7,URD Accessories,Cable Accessories,SOUTH CENTRAL REGION,2693.4,2018
B,7,URD Accessories,Cable Accessories,SOUTH CENTRAL REGION,926.16,2018
A,7,URD Accessories,Cable Accessories,SOUTH CENTRAL REGION,490.4,2018
1,7,URD Accessories,Cable Accessories,SOUTH CENTRAL REGION,0,2018
D,7,URD Accessories,Cable Accessories,North East Region,0,2018
C,7,URD Accessories,Cable Accessories,North East Region,2381.28,2018
B,7,URD Accessories,Cable Accessories,North East Region,10332.83,2018
A,7,URD Accessories,Cable Accessories,North East Region,8870.2,2018
1,7,URD Accessories,Cable Accessories,North East Region,5151.25,2018
D,7,URD Accessories,Cable Accessories,NORTH CENTRAL REGION,17664.84,2018
C,7,URD Accessories,Cable Accessories,NORTH CENTRAL REGION,2035.96,2018
B,7,URD Accessories,Cable Accessories,NORTH CENTRAL REGION,20570.58,2018
A,7,URD Accessories,Cable Accessories,NORTH CENTRAL REGION,14315.45,2018
B,7,Reuel,Bushings,NORTH CENTRAL REGION,0,2018
C,7,URD Accessories,Cable Accessories,SOUTHEAST REGION,6632.52,2018
C,7,Reuel,Bushings,House Accounts,0,2018
C,7,PCORE Electric,Bushings,West Region,0,2018
B,7,PCORE Electric,Bushings,HOUSE INTERNATIONAL,46670,2018
A,7,PCORE Electric,Bushings,HOUSE INTERNATIONAL,35517,2018
C,7,PCORE Electric,Bushings,Greater China,53151,2018
B,7,PCORE Electric,Bushings,Greater China,39788,2018
A,7,PCORE Electric,Bushings,Greater China,18092,2018
C,7,PCORE Electric,Bushings,EuropeMidEastAfrica,7183,2018
B,7,PCORE Electric,Bushings,EuropeMidEastAfrica,29832,2018
C,7,PCORE Electric,Bushings,HOUSE INTERNATIONAL,11936,2018
A,7,PCORE Electric,Bushings,EuropeMidEastAfrica,0,2018
C,7,PCORE Electric,Bushings,CANADA UTILITY,9246,2018
B,7,PCORE Electric,Bushings,CANADA UTILITY,1386,2018
A,7,PCORE Electric,Bushings,CANADA UTILITY,0,2018
C,7,PCORE Electric,Bushings,APAC,66731,2018
B,7,PCORE Electric,Bushings,APAC,2464,2018
A,7,PCORE Electric,Bushings,APAC,16570,2018
D,7,Electro Composites,Bushings,West Region,0,2018
D,7,PCORE Electric,Bushings,CANADA UTILITY,0,2018
C,7,PCORE Electric,Bushings,Latin America,10224,2018
A,7,PCORE Electric,Bushings,MEXICO,0,2018
C,7,PCORE Electric,Bushings,MEXICO,0,2018
B,7,PCORE Electric,Bushings,West Region,4429,2018
A,7,PCORE Electric,Bushings,West Region,0,2018
D,7,PCORE Electric,Bushings,SOUTHEAST REGION,0,2018
C,7,PCORE Electric,Bushings,SOUTHEAST REGION,16395,2018
B,7,PCORE Electric,Bushings,SOUTHEAST REGION,17276,2018
A,7,PCORE Electric,Bushings,SOUTHEAST REGION,0,2018
C,7,PCORE Electric,Bushings,SOUTH CENTRAL REGION,0,2018
B,7,PCORE Electric,Bushings,SOUTH CENTRAL REGION,0,2018
A,7,PCORE Electric,Bushings,SOUTH CENTRAL REGION,3470,2018
D,7,PCORE Electric,Bushings,North East Region,0,2018
C,7,PCORE Electric,Bushings,North East Region,91014,2018
B,7,PCORE Electric,Bushings,North East Region,0,2018
A,7,PCORE Electric,Bushings,North East Region,0,2018
D,7,PCORE Electric,Bushings,NORTH CENTRAL REGION,0,2018
C,7,PCORE Electric,Bushings,NORTH CENTRAL REGION,18444,2018
B,7,PCORE Electric,Bushings,NORTH CENTRAL REGION,0,2018
A,7,PCORE Electric,Bushings,NORTH CENTRAL REGION,0,2018
B,7,Reuel,Bushings,House Accounts,0,2018
C,7,Electro Composites,Bushings,West Region,16581,2018
D,7,URD Accessories,Cable Accessories,SOUTHEAST REGION,0,2018
A,7,URD Accessories,Cable Accessories,West Region,13275.92,2018
C,7,Distribution Connectors,Connectors,EuropeMidEastAfrica,5370.13,2018
B,7,Distribution Connectors,Connectors,EuropeMidEastAfrica,7967.6,2018
A,7,Distribution Connectors,Connectors,EuropeMidEastAfrica,12766.38,2018
1,7,Distribution Connectors,Connectors,EuropeMidEastAfrica,2928,2018
C,7,Distribution Connectors,Connectors,Communication - West,0,2018
B,7,Distribution Connectors,Connectors,Communication - West,3612,2018
A,7,Distribution Connectors,Connectors,Communication - West,0,2018
1,7,Distribution Connectors,Connectors,Greater China,0,2018
1,7,Distribution Connectors,Connectors,Communication - West,0,2018
B,7,Distribution Connectors,Connectors,Communication - East,1175,2018
A,7,Distribution Connectors,Connectors,Communication - East,1875,2018
1,7,Distribution Connectors,Connectors,Communication - East,0,2018
C,7,Distribution Connectors,Connectors,CANADA UTILITY,29527.22,2018
B,7,Distribution Connectors,Connectors,CANADA UTILITY,22516.04,2018
A,7,Distribution Connectors,Connectors,CANADA UTILITY,19949.92,2018
1,7,Distribution Connectors,Connectors,CANADA UTILITY,7464.69,2018
C,7,Distribution Connectors,Connectors,Communication - East,0,2018
B,7,Distribution Connectors,Connectors,Greater China,3938.21,2018
C,7,Distribution Connectors,Connectors,Greater China,1605.6,2018
1,7,Distribution Connectors,Connectors,House Accounts,0,2018
A,7,Distribution Connectors,Connectors,SOUTH CENTRAL REGION,61418.35,2018
1,7,Distribution Connectors,Connectors,SOUTH CENTRAL REGION,40215.54,2018
D,7,Distribution Connectors,Connectors,North East Region,0,2018
C,7,Distribution Connectors,Connectors,North East Region,37475,2018
B,7,Distribution Connectors,Connectors,North East Region,73393.24,2018
A,7,Distribution Connectors,Connectors,North East Region,144278.8,2018
1,7,Distribution Connectors,Connectors,North East Region,95717.5,2018
P,7,Distribution Connectors,Connectors,NORTH CENTRAL REGION,0,2018
D,7,Distribution Connectors,Connectors,NORTH CENTRAL REGION,0,2018
C,7,Distribution Connectors,Connectors,NORTH CENTRAL REGION,11894.92,2018
B,7,Distribution Connectors,Connectors,NORTH CENTRAL REGION,47793.24,2018
A,7,Distribution Connectors,Connectors,NORTH CENTRAL REGION,67171.07,2018
1,7,Distribution Connectors,Connectors,NORTH CENTRAL REGION,40992.4,2018
C,7,Distribution Connectors,Connectors,Latin America,3559.45,2018
B,7,Distribution Connectors,Connectors,Latin America,69625.06,2018
A,7,Distribution Connectors,Connectors,Latin America,169416.63,2018
1,7,Distribution Connectors,Connectors,Latin America,39619.49,2018
C,7,Distribution Connectors,Connectors,APAC,8990.13,2018
1,7,URD Accessories,Cable Accessories,West Region,4434,2018
B,7,Distribution Connectors,Connectors,APAC,56213.68,2018
1,7,Distribution Connectors,Connectors,APAC,60290.2,2018
C,7,URD Arresters,Cable Accessories,NORTH CENTRAL REGION,0,2018
B,7,URD Arresters,Cable Accessories,NORTH CENTRAL REGION,706.56,2018
A,7,URD Arresters,Cable Accessories,NORTH CENTRAL REGION,6715,2018
1,7,URD Arresters,Cable Accessories,NORTH CENTRAL REGION,25173.26,2018
B,7,URD Arresters,Cable Accessories,Latin America,2816,2018
A,7,URD Arresters,Cable Accessories,Latin America,0,2018
1,7,URD Arresters,Cable Accessories,Latin America,7443,2018
1,7,URD Arresters,Cable Accessories,North East Region,920.15,2018
B,7,URD Arresters,Cable Accessories,House Accounts,0,2018
B,7,URD Arresters,Cable Accessories,EuropeMidEastAfrica,644.16,2018
A,7,URD Arresters,Cable Accessories,EuropeMidEastAfrica,0,2018
1,7,URD Arresters,Cable Accessories,EuropeMidEastAfrica,2775,2018
1,7,URD Arresters,Cable Accessories,CANADA UTILITY,0,2018
D,7,URD Accessories,Cable Accessories,West Region,2810.88,2018
C,7,URD Accessories,Cable Accessories,West Region,4190.8,2018
B,7,URD Accessories,Cable Accessories,West Region,18185.46,2018
A,7,URD Arresters,Cable Accessories,House Accounts,164.67,2018
B,7,URD Arresters,Cable Accessories,North East Region,2334.44,2018
1,7,URD Arresters,Cable Accessories,SOUTH CENTRAL REGION,0,2018
A,7,URD Arresters,Cable Accessories,SOUTH CENTRAL REGION,6136.8,2018
B,7,Aluminium Loops,Connectors,North East Region,0,2018
B,7,Aluminium Loops,Connectors,Communication - West,1771.2,2018
A,7,Aluminium Loops,Connectors,Communication - West,0,2018
1,7,Aluminium Loops,Connectors,Communication - West,13960,2018
C,7,Aluminium Loops,Connectors,Communication - East,0,2018
B,7,Aluminium Loops,Connectors,Communication - East,7699.6,2018
A,7,Aluminium Loops,Connectors,Communication - East,0,2018
1,7,Aluminium Loops,Connectors,Communication - East,27247.5,2018
D,7,URD Arresters,Cable Accessories,West Region,0,2018
B,7,URD Arresters,Cable Accessories,West Region,0,2018
A,7,URD Arresters,Cable Accessories,West Region,28410.56,2018
1,7,URD Arresters,Cable Accessories,West Region,0,2018
D,7,URD Arresters,Cable Accessories,SOUTHEAST REGION,0,2018
C,7,URD Arresters,Cable Accessories,SOUTHEAST REGION,0,2018
B,7,URD Arresters,Cable Accessories,SOUTHEAST REGION,454.3,2018
A,7,URD Arresters,Cable Accessories,SOUTHEAST REGION,14628.96,2018
1,7,URD Arresters,Cable Accessories,SOUTHEAST REGION,27599.1,2018
A,7,Distribution Connectors,Connectors,APAC,10220.94,2018
C,7,Electro Composites,Bushings,SOUTHEAST REGION,0,2018
D,7,Electro Composites,Bushings,SOUTH CENTRAL REGION,0,2018
C,7,Electro Composites,Bushings,SOUTH CENTRAL REGION,0,2018
C,7,Distribution Arresters,Arresters,West Region,371.79,2018
B,7,Distribution Arresters,Arresters,West Region,693.9,2018
A,7,Distribution Arresters,Arresters,West Region,697.53,2018
1,7,Distribution Arresters,Arresters,West Region,0,2018
D,7,Distribution Arresters,Arresters,SOUTHEAST REGION,768,2018
C,7,Distribution Arresters,Arresters,SOUTHEAST REGION,22385.54,2018
B,7,Distribution Arresters,Arresters,SOUTHEAST REGION,47960.16,2018
D,7,Distribution Arresters,Arresters,West Region,0,2018
A,7,Distribution Arresters,Arresters,SOUTHEAST REGION,16920.58,2018
##,7,Distribution Arresters,Arresters,SOUTHEAST REGION,0,2018
C,7,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
B,7,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,7966.09,2018
A,7,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,861.84,2018
1,7,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,6278.8,2018
D,7,Distribution Arresters,Arresters,North East Region,28612.04,2018
C,7,Distribution Arresters,Arresters,North East Region,3415.07,2018
1,7,Distribution Arresters,Arresters,SOUTHEAST REGION,19248.68,2018
A,7,Substation HC Arresters,Arresters,APAC,3474.24,2018
B,7,Substation HC Arresters,Arresters,APAC,21620.52,2018
C,7,Substation HC Arresters,Arresters,APAC,6819.06,2018
A,7,Substation HC Arresters,Arresters,North East Region,877.28,2018
D,7,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,5979.54,2018
C,7,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,4395.39,2018
B,7,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,41451.75,2018
A,7,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,3260.61,2018
D,7,Substation HC Arresters,Arresters,Latin America,3569.79,2018
C,7,Substation HC Arresters,Arresters,Latin America,6592.35,2018
D,7,Substation HC Arresters,Arresters,House Accounts,58595.16,2018
C,7,Substation HC Arresters,Arresters,House Accounts,17859.31,2018
B,7,Substation HC Arresters,Arresters,House Accounts,0,2018
B,7,Substation HC Arresters,Arresters,Greater China,7593,2018
C,7,Substation HC Arresters,Arresters,EuropeMidEastAfrica,6052.32,2018
B,7,Substation HC Arresters,Arresters,EuropeMidEastAfrica,12704.55,2018
D,7,Substation HC Arresters,Arresters,CANADA UTILITY,0,2018
C,7,Substation HC Arresters,Arresters,CANADA UTILITY,2958.72,2018
B,7,Substation HC Arresters,Arresters,CANADA UTILITY,0,2018
D,7,Substation HC Arresters,Arresters,APAC,106355.33,2018
B,7,Distribution Arresters,Arresters,North East Region,6679.08,2018
B,7,Substation HC Arresters,Arresters,North East Region,0,2018
A,7,Distribution Arresters,Arresters,North East Region,11025.76,2018
D,7,Distribution Arresters,Arresters,NORTH CENTRAL REGION,24598.11,2018
1,7,Distribution Arresters,Arresters,Communication - West,2201.76,2018
C,7,Distribution Arresters,Arresters,Communication - East,1960.5,2018
B,7,Distribution Arresters,Arresters,Communication - East,114.51,2018
C,7,Distribution Arresters,Arresters,CANADA UTILITY,35664.97,2018
B,7,Distribution Arresters,Arresters,CANADA UTILITY,12211.15,2018
A,7,Distribution Arresters,Arresters,CANADA UTILITY,0,2018
D,7,Distribution Arresters,Arresters,APAC,0,2018
B,7,Distribution Arresters,Arresters,Communication - West,0,2018
C,7,Distribution Arresters,Arresters,APAC,47476.92,2018
A,7,Distribution Arresters,Arresters,APAC,7805.7,2018
1,7,Distribution Arresters,Arresters,APAC,1200.02,2018
B,7,Blocks,Arresters,House Accounts,0,2018
C,7,Blocks,Arresters,EuropeMidEastAfrica,0,2018
B,7,Blocks,Arresters,EuropeMidEastAfrica,7740,2018
##,7,#,Arresters,House Accounts,0,2018
1,7,Underground,Enclosures & Drains,SOUTH CENTRAL REGION,0,2018
B,7,Distribution Arresters,Arresters,APAC,94430.04,2018
B,7,Distribution Arresters,Arresters,EuropeMidEastAfrica,0,2018
C,7,Distribution Arresters,Arresters,EuropeMidEastAfrica,2433.72,2018
D,7,Distribution Arresters,Arresters,EuropeMidEastAfrica,6362.3,2018
C,7,Distribution Arresters,Arresters,NORTH CENTRAL REGION,2894.75,2018
B,7,Distribution Arresters,Arresters,NORTH CENTRAL REGION,11058.05,2018
A,7,Distribution Arresters,Arresters,NORTH CENTRAL REGION,44066.98,2018
1,7,Distribution Arresters,Arresters,NORTH CENTRAL REGION,8023.64,2018
D,7,Distribution Arresters,Arresters,Latin America,2438.1,2018
C,7,Distribution Arresters,Arresters,Latin America,14972.35,2018
B,7,Distribution Arresters,Arresters,Latin America,807.25,2018
A,7,Distribution Arresters,Arresters,Latin America,4002,2018
D,7,Distribution Arresters,Arresters,House Accounts,524,2018
C,7,Distribution Arresters,Arresters,House Accounts,2026.47,2018
B,7,Distribution Arresters,Arresters,House Accounts,0,2018
C,7,Distribution Arresters,Arresters,HOUSE INTERNATIONAL,3,2018
B,7,Distribution Arresters,Arresters,HOUSE INTERNATIONAL,7.5,2018
A,7,Distribution Arresters,Arresters,HOUSE INTERNATIONAL,194.1,2018
D,7,Distribution Arresters,Arresters,Greater China,0,2018
C,7,Distribution Arresters,Arresters,Greater China,16707.35,2018
B,7,Distribution Arresters,Arresters,Greater China,0,2018
1,7,Distribution Arresters,Arresters,North East Region,2056.5,2018
C,7,Substation HC Arresters,Arresters,North East Region,15244.98,2018
B,7,Substation HC Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
C,7,Substation HC Arresters,Arresters,SOUTH CENTRAL REGION,2308.08,2018
D,7,Transmission Arresters,Arresters,NORTH CENTRAL REGION,0,2018
C,7,Transmission Arresters,Arresters,NORTH CENTRAL REGION,0,2018
B,7,Transmission Arresters,Arresters,NORTH CENTRAL REGION,0,2018
A,7,Transmission Arresters,Arresters,NORTH CENTRAL REGION,1304.63,2018
D,7,Transmission Arresters,Arresters,EuropeMidEastAfrica,39011.76,2018
C,7,Transmission Arresters,Arresters,CANADA UTILITY,0,2018
B,7,Transmission Arresters,Arresters,CANADA UTILITY,0,2018
C,7,Transmission Arresters,Arresters,North East Region,1754.28,2018
D,7,Substation SC Arresters,Arresters,West Region,0,2018
B,7,Substation SC Arresters,Arresters,West Region,3996.21,2018
A,7,Substation SC Arresters,Arresters,West Region,5662.8,2018
D,7,Substation SC Arresters,Arresters,SOUTHEAST REGION,0,2018
C,7,Substation SC Arresters,Arresters,SOUTHEAST REGION,5541,2018
B,7,Substation SC Arresters,Arresters,SOUTHEAST REGION,15782.67,2018
A,7,Substation SC Arresters,Arresters,SOUTHEAST REGION,22752.51,2018
1,7,Substation SC Arresters,Arresters,SOUTHEAST REGION,2106.84,2018
C,7,Substation SC Arresters,Arresters,West Region,252.1,2018
B,7,Transmission Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
C,7,Transmission Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
B,7,Transmission Arresters,Arresters,SOUTHEAST REGION,0,2018
C,7,Electro Composites,Bushings,North East Region,0,2018
D,7,Electro Composites,Bushings,NORTH CENTRAL REGION,0,2018
C,7,Electro Composites,Bushings,NORTH CENTRAL REGION,0,2018
D,7,Electro Composites,Bushings,HOUSE INTERNATIONAL,0,2018
C,7,Electro Composites,Bushings,HOUSE INTERNATIONAL,0,2018
D,7,Electro Composites,Bushings,Greater China,0,2018
C,7,Electro Composites,Bushings,Greater China,0,2018
D,7,Electro Composites,Bushings,EuropeMidEastAfrica,0,2018
C,7,Electro Composites,Bushings,EuropeMidEastAfrica,0,2018
D,7,Electro Composites,Bushings,CANADA UTILITY,44773.59,2018
C,7,Electro Composites,Bushings,CANADA UTILITY,50639.78,2018
B,7,Electro Composites,Bushings,CANADA UTILITY,0,2018
C,7,Electro Composites,Bushings,APAC,0,2018
D,7,Transmission Arresters,Arresters,West Region,0,2018
C,7,Transmission Arresters,Arresters,West Region,0,2018
D,7,Transmission Arresters,Arresters,SOUTHEAST REGION,0,2018
C,7,Transmission Arresters,Arresters,SOUTHEAST REGION,0,2018
D,7,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
C,7,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,995.28,2018
B,7,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
A,7,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
C,7,Substation SC Arresters,Arresters,EuropeMidEastAfrica,0,2018
D,7,Substation SC Arresters,Arresters,CANADA UTILITY,6417.84,2018
C,7,Substation SC Arresters,Arresters,CANADA UTILITY,2936.73,2018
