ABCIndicator,Month,ProductClassDesc,ProductLineDesc,SalesDistrictDesc,Shippable_$,Year
C,6,URD Arresters,Cable Accessories,SOUTHEAST REGION,0,2018
B,6,URD Arresters,Cable Accessories,SOUTHEAST REGION,0,2018
A,6,URD Arresters,Cable Accessories,SOUTHEAST REGION,0,2018
1,6,URD Arresters,Cable Accessories,SOUTHEAST REGION,55546.37,2018
A,6,URD Arresters,Cable Accessories,SOUTH CENTRAL REGION,0,2018
A,6,URD Arresters,Cable Accessories,EuropeMidEastAfrica,18044.97,2018
1,6,URD Arresters,Cable Accessories,SOUTH CENTRAL REGION,0,2018
A,6,URD Arresters,Cable Accessories,North East Region,883.2,2018
1,6,URD Arresters,Cable Accessories,North East Region,592.79,2018
C,6,URD Arresters,Cable Accessories,NORTH CENTRAL REGION,11388,2018
B,6,URD Arresters,Cable Accessories,NORTH CENTRAL REGION,816.5,2018
A,6,URD Arresters,Cable Accessories,NORTH CENTRAL REGION,0,2018
1,6,URD Arresters,Cable Accessories,NORTH CENTRAL REGION,14399.33,2018
1,6,URD Arresters,Cable Accessories,Latin America,0,2018
B,6,URD Arresters,Cable Accessories,North East Region,578.2,2018
1,6,Distribution Connectors,Connectors,North East Region,20256.55,2018
C,6,Electro Composites,Bushings,Greater China,0,2018
D,6,Electro Composites,Bushings,CANADA UTILITY,0,2018
C,6,Distribution Arresters,Arresters,West Region,1441.44,2018
B,6,Distribution Arresters,Arresters,West Region,2294.03,2018
A,6,Distribution Arresters,Arresters,West Region,8467.34,2018
1,6,Distribution Arresters,Arresters,West Region,6160.5,2018
D,6,Distribution Arresters,Arresters,SOUTHEAST REGION,5302.4,2018
C,6,Distribution Arresters,Arresters,SOUTHEAST REGION,19002.66,2018
B,6,Distribution Arresters,Arresters,SOUTHEAST REGION,48033.28,2018
A,6,Substation HC Arresters,Arresters,APAC,9422.34,2018
A,6,Distribution Arresters,Arresters,SOUTHEAST REGION,30168.5,2018
##,6,Distribution Arresters,Arresters,SOUTHEAST REGION,13957.5,2018
D,6,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,411.84,2018
C,6,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,3691.5,2018
B,6,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,37910.38,2018
A,6,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,6387.52,2018
1,6,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,16638.72,2018
D,6,Distribution Arresters,Arresters,North East Region,0,2018
1,6,Distribution Arresters,Arresters,SOUTHEAST REGION,0,2018
C,6,Distribution Arresters,Arresters,North East Region,14577.76,2018
B,6,Substation HC Arresters,Arresters,APAC,4643.25,2018
D,6,Substation HC Arresters,Arresters,APAC,98541.18,2018
A,6,Substation HC Arresters,Arresters,North East Region,0,2018
C,6,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,23801.7,2018
B,6,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,60059.14,2018
A,6,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,0,2018
D,6,Substation HC Arresters,Arresters,Latin America,3569.79,2018
C,6,Substation HC Arresters,Arresters,Latin America,0,2018
D,6,Substation HC Arresters,Arresters,House Accounts,0,2018
C,6,Substation HC Arresters,Arresters,APAC,16468.5,2018
C,6,Substation HC Arresters,Arresters,House Accounts,40603.31,2018
B,6,Substation HC Arresters,Arresters,Greater China,0,2018
D,6,Substation HC Arresters,Arresters,EuropeMidEastAfrica,5135.46,2018
C,6,Substation HC Arresters,Arresters,EuropeMidEastAfrica,8311.28,2018
B,6,Substation HC Arresters,Arresters,EuropeMidEastAfrica,47180.19,2018
A,6,Substation HC Arresters,Arresters,EuropeMidEastAfrica,420,2018
D,6,Substation HC Arresters,Arresters,CANADA UTILITY,0,2018
C,6,Substation HC Arresters,Arresters,CANADA UTILITY,11268.52,2018
B,6,Substation HC Arresters,Arresters,House Accounts,2734.56,2018
B,6,Substation HC Arresters,Arresters,North East Region,0,2018
B,6,Distribution Arresters,Arresters,North East Region,33506.97,2018
1,6,Distribution Arresters,Arresters,North East Region,16036.94,2018
C,6,Distribution Arresters,Arresters,Communication - West,0,2018
B,6,Distribution Arresters,Arresters,Communication - West,0,2018
D,6,Distribution Arresters,Arresters,Communication - East,0,2018
C,6,Distribution Arresters,Arresters,Communication - East,980.25,2018
B,6,Distribution Arresters,Arresters,Communication - East,0,2018
C,6,Distribution Arresters,Arresters,CANADA UTILITY,8741.12,2018
B,6,Distribution Arresters,Arresters,CANADA UTILITY,21897.69,2018
C,6,Distribution Arresters,Arresters,EuropeMidEastAfrica,94154.16,2018
A,6,Distribution Arresters,Arresters,CANADA UTILITY,0,2018
C,6,Distribution Arresters,Arresters,APAC,26131.15,2018
B,6,Distribution Arresters,Arresters,APAC,252.44,2018
A,6,Distribution Arresters,Arresters,APAC,7805.7,2018
C,6,Blocks,Arresters,House Accounts,0,2018
B,6,Blocks,Arresters,House Accounts,0,2018
##,6,#,Arresters,House Accounts,0,2018
C,6,Underground,Enclosures & Drains,LC ENCLOSURES,161854.55,2018
D,6,Distribution Arresters,Arresters,APAC,18372,2018
A,6,Distribution Arresters,Arresters,North East Region,7109.08,2018
D,6,Distribution Arresters,Arresters,EuropeMidEastAfrica,1901.2,2018
A,6,Distribution Arresters,Arresters,HOUSE INTERNATIONAL,213.3,2018
D,6,Distribution Arresters,Arresters,NORTH CENTRAL REGION,0,2018
C,6,Distribution Arresters,Arresters,NORTH CENTRAL REGION,10401.39,2018
B,6,Distribution Arresters,Arresters,NORTH CENTRAL REGION,9678.17,2018
A,6,Distribution Arresters,Arresters,NORTH CENTRAL REGION,14368.22,2018
1,6,Distribution Arresters,Arresters,NORTH CENTRAL REGION,2637.62,2018
D,6,Distribution Arresters,Arresters,Latin America,886.8,2018
C,6,Distribution Arresters,Arresters,Latin America,4351.89,2018
C,6,Distribution Arresters,Arresters,Greater China,17188.27,2018
B,6,Distribution Arresters,Arresters,Latin America,6392,2018
D,6,Distribution Arresters,Arresters,House Accounts,0,2018
C,6,Distribution Arresters,Arresters,House Accounts,18461.76,2018
B,6,Distribution Arresters,Arresters,House Accounts,15079.06,2018
A,6,Distribution Arresters,Arresters,House Accounts,448.78,2018
D,6,Distribution Arresters,Arresters,HOUSE INTERNATIONAL,0,2018
C,6,Distribution Arresters,Arresters,HOUSE INTERNATIONAL,4.2,2018
B,6,Distribution Arresters,Arresters,HOUSE INTERNATIONAL,17.1,2018
A,6,Distribution Arresters,Arresters,Latin America,280.56,2018
C,6,Electro Composites,Bushings,EuropeMidEastAfrica,0,2018
C,6,Substation HC Arresters,Arresters,North East Region,19584.78,2018
B,6,Substation HC Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
B,6,Substation SC Arresters,Arresters,West Region,856.56,2018
A,6,Substation SC Arresters,Arresters,West Region,20278.45,2018
1,6,Substation SC Arresters,Arresters,West Region,0,2018
D,6,Substation SC Arresters,Arresters,SOUTHEAST REGION,0,2018
C,6,Substation SC Arresters,Arresters,SOUTHEAST REGION,9910.68,2018
B,6,Substation SC Arresters,Arresters,SOUTHEAST REGION,9308.57,2018
A,6,Substation SC Arresters,Arresters,SOUTHEAST REGION,55406.84,2018
C,6,Substation SC Arresters,Arresters,West Region,11163.96,2018
1,6,Substation SC Arresters,Arresters,SOUTHEAST REGION,3801.59,2018
C,6,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,995.28,2018
B,6,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
A,6,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,4737.08,2018
D,6,Substation SC Arresters,Arresters,North East Region,0,2018
C,6,Substation SC Arresters,Arresters,North East Region,2210.01,2018
B,6,Substation SC Arresters,Arresters,North East Region,24503.49,2018
A,6,Substation SC Arresters,Arresters,North East Region,27534.81,2018
D,6,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
1,6,Substation SC Arresters,Arresters,North East Region,0,2018
D,6,Substation SC Arresters,Arresters,West Region,0,2018
D,6,Transmission Arresters,Arresters,EuropeMidEastAfrica,0,2018
B,6,Electro Composites,Bushings,CANADA UTILITY,0,2018
C,6,Electro Composites,Bushings,APAC,0,2018
D,6,Transmission Arresters,Arresters,West Region,0,2018
A,6,Transmission Arresters,Arresters,West Region,1556.5,2018
D,6,Transmission Arresters,Arresters,SOUTHEAST REGION,0,2018
C,6,Transmission Arresters,Arresters,SOUTHEAST REGION,0,2018
B,6,Transmission Arresters,Arresters,SOUTHEAST REGION,0,2018
C,6,Transmission Arresters,Arresters,CANADA UTILITY,0,2018
D,6,Transmission Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
B,6,Transmission Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
C,6,Transmission Arresters,Arresters,North East Region,394.03,2018
B,6,Transmission Arresters,Arresters,North East Region,27580,2018
D,6,Transmission Arresters,Arresters,NORTH CENTRAL REGION,0,2018
C,6,Transmission Arresters,Arresters,NORTH CENTRAL REGION,0,2018
B,6,Transmission Arresters,Arresters,NORTH CENTRAL REGION,0,2018
D,6,Transmission Arresters,Arresters,Latin America,0,2018
C,6,Transmission Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
D,6,Substation HC Arresters,Arresters,North East Region,68716.08,2018
D,6,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,4948.92,2018
B,6,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,8256.04,2018
A,6,Substation SC Arresters,Arresters,CANADA UTILITY,4014.15,2018
1,6,Substation SC Arresters,Arresters,CANADA UTILITY,966.62,2018
D,6,Substation SC Arresters,Arresters,APAC,0,2018
C,6,Substation SC Arresters,Arresters,APAC,173463.37,2018
B,6,Substation SC Arresters,Arresters,APAC,34095.6,2018
A,6,Substation SC Arresters,Arresters,APAC,30687.69,2018
D,6,Substation HC Arresters,Arresters,West Region,8328.06,2018
B,6,Substation SC Arresters,Arresters,CANADA UTILITY,0,2018
C,6,Substation HC Arresters,Arresters,West Region,0,2018
A,6,Substation HC Arresters,Arresters,West Region,0,2018
D,6,Substation HC Arresters,Arresters,SOUTHEAST REGION,5172.27,2018
C,6,Substation HC Arresters,Arresters,SOUTHEAST REGION,0,2018
B,6,Substation HC Arresters,Arresters,SOUTHEAST REGION,12471.93,2018
A,6,Substation HC Arresters,Arresters,SOUTHEAST REGION,2917.56,2018
D,6,Substation HC Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
C,6,Substation HC Arresters,Arresters,SOUTH CENTRAL REGION,0,2018
B,6,Substation HC Arresters,Arresters,West Region,29585.16,2018
C,6,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,1663.7,2018
C,6,Substation SC Arresters,Arresters,CANADA UTILITY,1268.35,2018
B,6,Substation SC Arresters,Arresters,Communication - East,202.09,2018
A,6,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,18021.83,2018
1,6,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,534.48,2018
D,6,Substation SC Arresters,Arresters,Latin America,4722.96,2018
C,6,Substation SC Arresters,Arresters,Latin America,0,2018
A,6,Substation SC Arresters,Arresters,Latin America,3731.96,2018
D,6,Substation SC Arresters,Arresters,House Accounts,0,2018
C,6,Substation SC Arresters,Arresters,House Accounts,22458.49,2018
D,6,Substation SC Arresters,Arresters,CANADA UTILITY,328.47,2018
B,6,Substation SC Arresters,Arresters,House Accounts,7876.01,2018
C,6,Substation SC Arresters,Arresters,Greater China,0,2018
B,6,Substation SC Arresters,Arresters,Greater China,0,2018
D,6,Substation SC Arresters,Arresters,EuropeMidEastAfrica,0,2018
C,6,Substation SC Arresters,Arresters,EuropeMidEastAfrica,0,2018
C,6,Substation SC Arresters,Arresters,Communication - West,0,2018
B,6,Substation SC Arresters,Arresters,Communication - West,0,2018
A,6,Substation SC Arresters,Arresters,Communication - West,0,2018
A,6,Substation SC Arresters,Arresters,House Accounts,534.52,2018
A,6,Distribution Connectors,Connectors,North East Region,40061.5,2018
C,6,Electro Composites,Bushings,CANADA UTILITY,92198.6,2018
C,6,Distribution Connectors,Connectors,North East Region,16539.27,2018
P,6,Utility Anchors,Construction,NORTH CENTRAL REGION,3310.29,2018
C,6,Utility Anchors,Construction,NORTH CENTRAL REGION,14999.64,2018
B,6,Utility Anchors,Construction,NORTH CENTRAL REGION,12433.64,2018
A,6,Utility Anchors,Construction,NORTH CENTRAL REGION,41889.7,2018
1,6,Utility Anchors,Construction,NORTH CENTRAL REGION,9171.84,2018
B,6,Utility Anchors,Construction,Latin America,0,2018
A,6,Utility Anchors,Construction,Latin America,0,2018
1,6,Utility Anchors,Construction,North East Region,11601.4,2018
1,6,Utility Anchors,Construction,Latin America,0,2018
C,6,Utility Anchors,Construction,House Accounts,0,2018
A,6,Utility Anchors,Construction,EuropeMidEastAfrica,2254.5,2018
1,6,Utility Anchors,Construction,EuropeMidEastAfrica,0,2018
P,6,Utility Anchors,Construction,Communication - West,0,2018
C,6,Utility Anchors,Construction,Communication - West,0,2018
B,6,Utility Anchors,Construction,Communication - West,17926.15,2018
A,6,Utility Anchors,Construction,Communication - West,31110.63,2018
D,6,Utility Anchors,Construction,House Accounts,0,2018
1,6,Utility Anchors,Construction,Communication - West,54166.71,2018
